,Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Saskatchewan,Yukon,total
2021-07-01,54.85714285714285,41.785714285714285,71.21428571428571,1.2857142857142858,1.1428571428571428,0.0,4.928571428571429,0.0,218.5,0.1428571428571428,76.42857142857143,35.857142857142854,15.928571428571429,522.0714285714286
2021-07-02,51.285714285714285,40.92857142857143,69.64285714285714,1.1428571428571428,1.1428571428571428,0.0,4.714285714285714,0.0,208.57142857142856,0.1428571428571428,75.85714285714286,40.142857142857146,15.285714285714286,508.8571428571428
2021-07-03,55.0,43.785714285714285,68.71428571428571,1.0714285714285714,1.2857142857142858,0.0,3.642857142857143,0.0,199.0,0.1428571428571428,73.57142857142857,39.57142857142857,15.642857142857142,501.4285714285714
2021-07-04,55.0,43.785714285714285,67.64285714285714,1.0,1.2857142857142858,0.0,2.9285714285714284,0.0,192.8571428571429,0.1428571428571428,72.21428571428571,38.142857142857146,14.071428571428571,489.07142857142856
2021-07-05,55.0,43.785714285714285,65.28571428571429,0.9285714285714286,1.2857142857142858,0.0,2.9285714285714284,0.0,187.3571428571429,0.1428571428571428,72.57142857142857,36.142857142857146,14.071428571428571,479.5
2021-07-06,46.5,43.21428571428572,63.142857142857146,0.8571428571428571,1.2142857142857142,0.0,2.7142857142857144,0.0,181.78571428571428,0.1428571428571428,69.92857142857143,36.142857142857146,15.428571428571429,461.07142857142856
2021-07-07,44.642857142857146,43.5,60.42857142857143,0.6428571428571429,1.5714285714285714,0.0,2.7142857142857144,0.0,176.07142857142858,0.0714285714285714,68.14285714285714,34.357142857142854,10.142857142857142,442.2857142857143
2021-07-08,42.5,43.35714285714285,58.57142857142857,0.4285714285714285,1.7142857142857142,0.0,2.4285714285714284,0.0,169.78571428571428,0.0714285714285714,65.14285714285714,32.642857142857146,9.5,426.1428571428572
2021-07-09,46.285714285714285,47.5,61.5,0.9285714285714286,3.357142857142857,0.0,2.142857142857143,0.0,169.92857142857142,0.0714285714285714,62.35714285714285,34.285714285714285,10.0,438.3571428571428
2021-07-10,41.35714285714285,44.71428571428572,54.21428571428572,0.7857142857142857,3.2857142857142856,0.0,2.0,0.0,168.07142857142858,0.0714285714285714,60.71428571428572,34.285714285714285,8.142857142857142,417.6428571428572
2021-07-11,41.35714285714285,44.71428571428572,55.21428571428572,0.7857142857142857,3.2857142857142856,0.0,1.4285714285714286,0.0,163.42857142857142,0.0714285714285714,63.21428571428572,33.285714285714285,8.142857142857142,414.9285714285714
2021-07-12,41.35714285714285,44.71428571428572,53.642857142857146,0.7857142857142857,3.2857142857142856,0.0,1.4285714285714286,0.0,161.28571428571428,0.0714285714285714,66.14285714285714,33.92857142857143,8.142857142857142,414.7857142857143
2021-07-13,40.71428571428572,49.785714285714285,51.57142857142857,0.7142857142857143,2.642857142857143,0.0,1.3571428571428572,0.0,161.78571428571428,0.0714285714285714,64.92857142857143,33.714285714285715,6.928571428571429,414.2142857142857
2021-07-14,43.285714285714285,54.71428571428572,51.42857142857143,0.7142857142857143,2.642857142857143,0.0,0.8571428571428571,0.0,157.78571428571428,0.0714285714285714,58.71428571428572,34.785714285714285,6.571428571428571,411.57142857142856
2021-07-15,44.285714285714285,56.07142857142857,48.785714285714285,0.7142857142857143,2.642857142857143,0.0,1.2857142857142858,0.0,154.14285714285714,0.0,61.142857142857146,34.714285714285715,6.214285714285714,410.0
2021-07-16,50.21428571428572,57.92857142857143,46.785714285714285,0.7857142857142857,2.642857142857143,0.0,1.1428571428571428,0.0,156.78571428571428,0.0,55.92857142857143,28.857142857142858,6.142857142857143,407.2142857142857
2021-07-17,53.5,57.92857142857143,44.285714285714285,1.0,2.5,0.0,1.2142857142857142,0.0,157.42857142857142,0.0,58.0,29.285714285714285,6.428571428571429,411.57142857142856
2021-07-18,53.5,57.92857142857143,42.21428571428572,1.0,2.5,0.0,1.1428571428571428,0.0,156.71428571428572,0.0,62.35714285714285,29.714285714285715,6.428571428571429,413.5
2021-07-19,53.5,57.92857142857143,39.785714285714285,1.0,2.5,0.0,0.9285714285714286,0.0,157.21428571428572,0.0,65.78571428571429,30.214285714285715,6.428571428571429,415.2857142857143
2021-07-20,74.71428571428571,68.21428571428571,38.285714285714285,1.0714285714285714,2.5,0.0,1.0,0.0,158.42857142857142,0.0,66.85714285714286,32.142857142857146,7.071428571428571,450.2857142857143
2021-07-21,81.78571428571429,76.57142857142857,38.07142857142857,1.1428571428571428,2.142857142857143,0.0,1.0714285714285714,0.0,159.57142857142858,0.0,66.35714285714286,32.92857142857143,7.0,466.6428571428572
2021-07-22,92.35714285714286,86.85714285714286,36.785714285714285,1.2857142857142858,1.9285714285714288,0.0,1.0714285714285714,0.0,166.21428571428572,0.0,73.57142857142857,37.07142857142857,6.571428571428571,503.7142857142857
2021-07-23,105.21428571428572,97.14285714285714,37.142857142857146,1.0714285714285714,0.2857142857142857,0.0,1.1428571428571428,0.0,170.5,0.0,80.57142857142857,38.642857142857146,6.571428571428571,538.2857142857143
2021-07-24,115.64285714285714,111.28571428571428,37.71428571428572,1.4285714285714286,0.2857142857142857,0.0,1.2142857142857142,0.0,174.78571428571428,0.0,86.42857142857143,41.285714285714285,6.714285714285714,576.7857142857143
2021-07-25,115.64285714285714,111.28571428571428,33.357142857142854,1.4285714285714286,0.2857142857142857,0.0,1.2142857142857142,0.0,178.0,0.0,93.0,44.785714285714285,6.714285714285714,585.7142857142857
2021-07-26,115.64285714285714,111.28571428571428,30.357142857142858,2.642857142857143,0.2857142857142857,0.0,1.0,0.0,180.3571428571429,0.0,98.5,45.285714285714285,6.714285714285714,592.0714285714286
2021-07-27,106.35714285714286,100.14285714285714,27.785714285714285,2.642857142857143,0.2142857142857142,0.0,1.0,0.0,181.0,0.0,105.14285714285714,46.142857142857146,5.285714285714286,575.7142857142857
