,Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Saskatchewan,Yukon,total
2020-08-15,94.14285714285714,70.07142857142857,24.214285714285715,0.8571428571428571,0.0714285714285714,0.0,0.4285714285714285,0.0,99.57142857142856,0.5714285714285714,85.64285714285714,13.285714285714286,0.0,388.8571428571428
2020-08-16,94.14285714285714,70.07142857142857,26.071428571428573,0.8571428571428571,0.0714285714285714,0.0,0.5,0.0,99.64285714285714,0.5714285714285714,82.64285714285714,11.714285714285714,0.0,386.2857142857143
2020-08-17,94.14285714285714,70.07142857142857,28.714285714285715,0.9285714285714286,0.0714285714285714,0.0,0.6428571428571429,0.0,101.78571428571428,0.5714285714285714,81.14285714285714,11.071428571428571,0.0,389.1428571428572
2020-08-18,94.21428571428572,79.92857142857143,31.071428571428573,0.9285714285714286,0.0,0.0,0.6428571428571429,0.0,105.14285714285714,0.5714285714285714,77.14285714285714,10.785714285714286,0.0,400.4285714285714
2020-08-19,93.64285714285714,80.78571428571429,32.57142857142857,0.9285714285714286,0.0,0.0,0.6428571428571429,0.0,106.21428571428572,0.5714285714285714,77.0,8.714285714285714,0.0,401.07142857142856
2020-08-20,94.07142857142856,85.21428571428571,33.214285714285715,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,109.42857142857144,0.2142857142857142,79.57142857142857,8.571428571428571,0.0,411.8571428571428
2020-08-21,96.35714285714286,78.42857142857143,32.92857142857143,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,112.85714285714286,0.2142857142857142,81.28571428571429,7.0,0.0,410.5
2020-08-22,101.64285714285714,81.28571428571429,32.357142857142854,0.7857142857142857,0.0714285714285714,0.0,0.7857142857142857,0.0,115.35714285714286,0.2142857142857142,83.71428571428571,5.0,0.0,421.2142857142857
2020-08-23,101.64285714285714,81.28571428571429,35.142857142857146,0.5,0.0714285714285714,0.0,0.6428571428571429,0.0,117.57142857142856,0.2142857142857142,89.0,3.5,0.0,429.57142857142856
2020-08-24,101.64285714285714,81.28571428571429,34.92857142857143,0.3571428571428571,0.0714285714285714,0.0,0.6428571428571429,0.0,121.0,0.2142857142857142,94.28571428571428,2.5,0.0,436.9285714285714
2020-08-25,132.07142857142858,102.28571428571428,34.5,0.3571428571428571,0.0714285714285714,0.0,0.7142857142857143,0.0,123.21428571428572,0.2142857142857142,100.0,2.7142857142857144,0.0,496.1428571428572
2020-08-26,117.64285714285714,83.64285714285714,34.57142857142857,0.3571428571428571,0.0714285714285714,0.0,0.7142857142857143,0.0,124.92857142857144,0.0,105.21428571428572,2.857142857142857,0.0,470.0
2020-08-27,119.92857142857144,86.21428571428571,34.357142857142854,0.4285714285714285,0.0714285714285714,0.0,0.6428571428571429,0.0,127.64285714285714,0.0,113.14285714285714,2.7142857142857144,0.0,485.1428571428572
2020-08-28,129.21428571428572,92.57142857142856,33.42857142857143,0.4285714285714285,0.0714285714285714,0.0,0.5714285714285714,0.0,132.71428571428572,0.1428571428571428,121.85714285714286,3.142857142857143,0.0,514.1428571428571
2020-08-29,123.28571428571428,89.07142857142857,31.642857142857142,0.2857142857142857,0.0714285714285714,0.0,0.5714285714285714,0.0,133.71428571428572,0.1428571428571428,127.5,3.071428571428572,0.0,509.3571428571428
2020-08-30,123.28571428571428,89.07142857142857,30.142857142857142,0.2857142857142857,0.1428571428571428,0.0,0.5,0.0,138.78571428571428,0.2142857142857142,136.28571428571428,3.2857142857142856,0.0,522.0
2020-08-31,123.28571428571428,89.07142857142857,27.071428571428573,0.2142857142857142,0.1428571428571428,0.0,0.3571428571428571,0.0,145.28571428571428,0.2142857142857142,144.71428571428572,3.642857142857143,0.0,534.0
2020-09-01,104.85714285714286,69.85714285714286,24.642857142857142,0.2142857142857142,0.1428571428571428,0.0,0.4285714285714285,0.0,150.64285714285714,0.5,155.21428571428572,4.357142857142857,0.0,510.8571428571428
2020-09-02,143.57142857142858,96.35714285714286,23.642857142857142,0.1428571428571428,0.1428571428571428,0.0,0.4285714285714285,0.0,158.21428571428572,0.6428571428571429,161.92857142857142,4.857142857142857,0.0,589.9285714285714
2020-09-03,134.5,91.92857142857144,23.0,0.1428571428571428,0.1428571428571428,0.0,0.3571428571428571,0.0,165.0,0.7857142857142857,170.92857142857142,4.714285714285714,0.0,591.5
2020-09-04,141.85714285714286,104.14285714285714,22.428571428571427,0.2142857142857142,0.1428571428571428,0.0,0.3571428571428571,0.0,172.21428571428572,0.7857142857142857,180.78571428571428,4.785714285714286,0.0,627.7142857142857
2020-09-05,138.5,104.71428571428572,21.214285714285715,0.1428571428571428,0.0714285714285714,0.0,0.2142857142857142,0.0,179.78571428571428,0.7857142857142857,194.8571428571429,5.5,0.0,645.7857142857143
2020-09-06,138.5,104.71428571428572,18.214285714285715,0.1428571428571428,0.1428571428571428,0.0,0.2142857142857142,0.0,192.7142857142857,0.7857142857142857,205.92857142857144,6.714285714285714,0.0,668.0714285714286
2020-09-07,138.5,104.71428571428572,17.285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.2142857142857142,0.0,199.57142857142856,0.7857142857142857,220.07142857142856,7.928571428571429,0.0,689.3571428571429
2020-09-08,137.92857142857142,106.35714285714286,16.785714285714285,0.2142857142857142,0.1428571428571428,0.0,0.0714285714285714,0.0,209.64285714285717,0.7857142857142857,230.57142857142856,8.0,0.0,710.5
2020-09-09,135.07142857142858,109.14285714285714,16.714285714285715,0.2142857142857142,0.1428571428571428,0.0,0.0714285714285714,0.0,225.28571428571428,0.9285714285714286,242.5,8.5,0.0,738.5714285714286
2020-09-10,139.14285714285714,110.42857142857144,17.5,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.0,241.3571428571429,0.9285714285714286,251.0,9.071428571428571,0.0,769.7857142857143
2020-09-11,140.28571428571428,115.85714285714286,16.857142857142858,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.0,260.07142857142856,0.7857142857142857,259.85714285714283,8.785714285714286,0.0,802.8571428571429
2020-09-12,136.21428571428572,120.0,19.071428571428573,0.1428571428571428,0.2142857142857142,0.0,0.0714285714285714,0.0,281.0,0.7857142857142857,281.42857142857144,9.857142857142858,0.0,848.7857142857143
2020-09-13,136.21428571428572,120.0,18.857142857142858,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.0,301.2142857142857,0.7142857142857143,303.0,10.285714285714286,0.0,890.6428571428571
2020-09-14,136.21428571428572,120.0,18.785714285714285,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.0,314.2857142857143,0.7142857142857143,325.07142857142856,11.142857142857142,0.0,926.5714285714286
2020-09-15,161.78571428571428,146.14285714285714,19.285714285714285,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,332.2857142857143,0.4285714285714285,345.57142857142856,10.857142857142858,0.0,1016.7857142857144
2020-09-16,128.28571428571428,122.35714285714286,20.214285714285715,0.2857142857142857,0.1428571428571428,0.0,0.0714285714285714,0.0,346.0,0.2857142857142857,369.1428571428572,11.071428571428571,0.0,997.8571428571428
2020-09-17,138.5,128.85714285714286,22.071428571428573,0.3571428571428571,0.1428571428571428,0.0,0.0714285714285714,0.0,361.57142857142856,0.2142857142857142,400.2857142857143,11.428571428571429,0.0,1063.5
2020-09-18,134.71428571428572,111.78571428571428,23.785714285714285,0.4285714285714285,0.1428571428571428,0.0,0.0714285714285714,0.0,379.4285714285714,0.2142857142857142,433.57142857142856,11.357142857142858,0.0,1095.5
2020-09-19,137.71428571428572,119.92857142857144,26.5,0.5,0.1428571428571428,0.0,0.0714285714285714,0.0,404.2857142857143,0.2142857142857142,464.7857142857143,11.285714285714286,0.0,1165.428571428571
2020-09-20,137.71428571428572,119.92857142857144,29.928571428571427,0.5,0.0714285714285714,0.0,0.0714285714285714,0.0,428.07142857142856,0.2142857142857142,508.9285714285714,11.0,0.0,1236.428571428571
2020-09-21,137.71428571428572,119.92857142857144,32.285714285714285,0.5,0.1428571428571428,0.0,0.0714285714285714,0.0,450.6428571428572,0.2142857142857142,547.0714285714286,10.857142857142858,0.0,1299.428571428571
2020-09-22,136.85714285714286,116.35714285714286,33.57142857142857,0.4285714285714285,0.1428571428571428,0.0,0.0714285714285714,0.0,470.5,0.2142857142857142,592.2142857142857,11.5,0.0,1361.857142857143
2020-09-23,139.42857142857142,116.92857142857144,34.785714285714285,0.4285714285714285,0.1428571428571428,0.0,0.0714285714285714,0.0,492.5,0.1428571428571428,637.7142857142857,11.285714285714286,0.0,1433.428571428571
2020-09-24,138.14285714285714,117.14285714285714,36.0,0.4285714285714285,0.2142857142857142,0.0,0.1428571428571428,0.0,513.5714285714286,0.1428571428571428,688.7142857142857,11.571428571428571,0.0,1506.071428571429
2020-09-25,140.07142857142858,111.21428571428572,37.785714285714285,0.4285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.0,526.7857142857143,0.1428571428571428,732.0,12.142857142857142,0.0,1561.0
2020-09-26,141.14285714285714,109.92857142857144,38.0,0.4285714285714285,0.2142857142857142,0.0,0.2142857142857142,0.0,541.7857142857143,0.1428571428571428,780.7142857142857,11.714285714285714,0.0,1624.2857142857142
2020-09-27,141.14285714285714,109.92857142857144,39.285714285714285,0.5,0.2857142857142857,0.0,0.2142857142857142,0.0,549.9285714285714,0.1428571428571428,827.7142857142857,11.928571428571429,0.0,1681.071428571429
2020-09-28,141.14285714285714,109.92857142857144,39.57142857142857,0.5,0.3571428571428571,0.0,0.2142857142857142,0.0,563.4285714285714,0.2857142857142857,866.7142857142857,10.857142857142858,0.0,1733.0
2020-09-29,156.85714285714286,109.35714285714286,41.642857142857146,0.5,0.3571428571428571,0.0,0.2142857142857142,0.0,572.6428571428571,0.2857142857142857,892.9285714285714,11.0,0.0,1785.7857142857142
