,Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Saskatchewan,Yukon,total
2020-05-15,53.642857142857146,13.642857142857142,0.5714285714285714,0.0714285714285714,0.0,0.0,2.7857142857142856,0.0,332.6428571428572,0.0,729.8571428571429,6.5,0.0,1139.7142857142858
2020-05-16,50.142857142857146,13.714285714285714,0.6428571428571429,0.0714285714285714,0.0,0.0,2.857142857142857,0.0,341.0,0.0,717.5,5.928571428571429,0.0,1131.857142857143
2020-05-17,47.21428571428572,13.357142857142858,0.6428571428571429,0.0714285714285714,0.0,0.0,2.7142857142857144,0.0,345.6428571428572,0.0,699.6428571428571,5.5,0.0,1114.7857142857142
2020-05-18,43.35714285714285,13.357142857142858,0.4285714285714285,0.0714285714285714,0.0,0.0,2.2857142857142856,0.0,352.5,0.0,691.8571428571429,4.857142857142857,0.0,1108.7142857142858
2020-05-19,41.35714285714285,12.642857142857142,0.2857142857142857,0.0714285714285714,0.0,0.0,2.2857142857142856,0.0,366.7142857142857,0.0,676.3571428571429,4.714285714285714,0.0,1104.428571428571
2020-05-20,39.71428571428572,12.928571428571429,0.2142857142857142,0.1428571428571428,0.0,0.0,2.2857142857142856,0.0,368.3571428571428,0.0,651.4285714285714,4.357142857142857,0.0,1079.428571428571
2020-05-21,37.07142857142857,12.428571428571429,0.2142857142857142,0.2142857142857142,0.0,0.0,2.071428571428572,0.0,365.8571428571428,0.0,632.8571428571429,4.285714285714286,0.0,1055.0
2020-05-22,35.57142857142857,11.857142857142858,0.3571428571428571,0.4285714285714285,0.0714285714285714,0.0,2.071428571428572,0.0,364.9285714285714,0.0,612.5,4.071428571428571,0.0,1031.857142857143
2020-05-23,33.142857142857146,11.071428571428571,0.3571428571428571,0.5714285714285714,0.0714285714285714,0.0,1.5,0.0,380.2142857142857,0.0,586.8571428571429,3.642857142857143,0.0,1017.4285714285714
2020-05-24,28.928571428571427,10.357142857142858,0.3571428571428571,0.6428571428571429,0.0714285714285714,0.0,1.3571428571428572,0.0,378.2142857142857,0.0,565.5714285714286,3.857142857142857,0.0,989.3571428571428
2020-05-25,26.142857142857142,10.357142857142858,0.4285714285714285,0.8571428571428571,0.0714285714285714,0.0,1.1428571428571428,0.0,378.07142857142856,0.0,534.2857142857143,3.857142857142857,0.0,955.2142857142856
2020-05-26,25.785714285714285,10.928571428571429,0.3571428571428571,0.8571428571428571,0.0714285714285714,0.0,1.0,0.0,381.7857142857143,0.0,509.8571428571428,3.857142857142857,0.0,934.5
2020-05-27,24.357142857142858,11.071428571428571,0.5,0.9285714285714286,0.0714285714285714,0.0,0.9285714285714286,0.0,386.0,0.0,480.57142857142856,3.357142857142857,0.0,907.7857142857144
2020-05-28,24.357142857142858,11.142857142857142,0.5714285714285714,1.0714285714285714,0.0714285714285714,0.0,0.9285714285714286,0.0,383.57142857142856,0.0,443.1428571428572,1.9285714285714288,0.0,866.7857142857143
2020-05-29,23.071428571428573,10.928571428571429,0.5714285714285714,1.0714285714285714,0.0714285714285714,0.0,0.8571428571428571,0.0,379.9285714285714,0.0,410.3571428571428,1.8571428571428568,0.0,828.7142857142857
2020-05-30,21.285714285714285,8.928571428571429,0.5714285714285714,1.0714285714285714,0.0714285714285714,0.0,0.7142857142857143,0.0,369.7857142857143,0.0,384.5,1.5714285714285714,0.0,788.5
2020-05-31,22.857142857142858,8.214285714285714,0.5714285714285714,1.0714285714285714,0.0714285714285714,0.0,0.6428571428571429,0.0,360.07142857142856,0.0,366.2142857142857,1.4285714285714286,0.0,761.1428571428571
2020-06-01,19.857142857142858,8.214285714285714,0.5714285714285714,1.1428571428571428,0.0714285714285714,0.0,0.6428571428571429,0.0,349.85714285714283,0.0,340.85714285714283,1.2857142857142858,0.0,722.5
2020-06-02,23.071428571428573,9.214285714285714,0.5714285714285714,1.7857142857142858,0.0714285714285714,0.0,0.5714285714285714,0.0,336.1428571428572,0.0,313.0,1.4285714285714286,0.0,685.8571428571429
2020-06-03,23.428571428571427,9.142857142857142,0.5714285714285714,1.7857142857142858,0.0714285714285714,0.0,0.5714285714285714,0.0,332.1428571428572,0.0,292.7857142857143,1.5714285714285714,0.0,662.0714285714286
2020-06-04,25.0,9.285714285714286,0.5714285714285714,2.0,0.0714285714285714,0.0,0.5714285714285714,0.0,326.92857142857144,0.0,267.92857142857144,1.5,0.0,633.8571428571429
2020-06-05,25.785714285714285,9.714285714285714,0.4285714285714285,1.9285714285714288,0.0,0.0,0.4285714285714285,0.0,318.0,0.0,249.28571428571428,1.5,0.0,607.0714285714286
2020-06-06,26.214285714285715,10.5,0.5,1.8571428571428568,0.0,0.0,0.4285714285714285,0.0,291.0,0.0,231.57142857142856,1.5714285714285714,0.0,563.6428571428571
2020-06-07,27.928571428571427,9.714285714285714,0.6428571428571429,2.0,0.0,0.0,0.3571428571428571,0.0,279.7857142857143,0.0,211.78571428571428,1.3571428571428572,0.0,533.5714285714286
2020-06-08,30.214285714285715,9.714285714285714,0.6428571428571429,1.7857142857142858,0.0,0.0,0.3571428571428571,0.0,261.35714285714283,0.0,197.57142857142856,1.3571428571428572,0.0,503.0
2020-06-09,29.214285714285715,10.571428571428571,0.6428571428571429,2.0,0.0,0.0,0.2857142857142857,0.0,245.57142857142856,0.0,182.14285714285717,2.642857142857143,0.0,473.07142857142856
2020-06-10,30.357142857142858,11.071428571428571,0.5,2.142857142857143,0.0,0.0,0.2857142857142857,0.0,231.3571428571429,0.0,175.42857142857142,2.7142857142857144,0.0,453.8571428571428
2020-06-11,32.42857142857143,10.857142857142858,0.5714285714285714,2.071428571428572,0.0,0.0,0.2142857142857142,0.0,219.14285714285717,0.0,164.28571428571428,3.2857142857142856,0.0,432.8571428571428
2020-06-12,34.857142857142854,10.785714285714286,0.7142857142857143,2.0,0.0,0.0,0.2142857142857142,0.0,211.78571428571428,0.0,155.64285714285714,4.285714285714286,0.0,420.2857142857143
2020-06-13,37.642857142857146,11.285714285714286,0.7857142857142857,2.0,0.0,0.0,0.2142857142857142,0.0,205.8571428571429,0.0,147.78571428571428,4.785714285714286,0.0,410.3571428571428
2020-06-14,38.21428571428572,11.285714285714286,0.9285714285714286,2.0,0.0,0.0,0.2142857142857142,0.0,200.3571428571429,0.0,137.0,5.428571428571429,0.0,395.4285714285714
2020-06-15,40.42857142857143,11.285714285714286,0.9285714285714286,1.9285714285714288,0.0,0.0,0.1428571428571428,0.0,197.14285714285717,0.0,129.28571428571428,6.857142857142857,0.0,388.0
2020-06-16,38.142857142857146,11.642857142857142,1.0,1.2857142857142858,0.0,0.0,0.1428571428571428,0.0,195.07142857142856,0.0,126.92857142857144,6.928571428571429,0.0,381.1428571428572
2020-06-17,39.42857142857143,11.857142857142858,1.0,1.2857142857142858,0.0,0.0,0.0714285714285714,0.0,190.42857142857144,0.0,121.85714285714286,6.928571428571429,0.0,372.8571428571428
2020-06-18,39.21428571428572,12.071428571428571,1.0714285714285714,1.0,0.0,0.0,0.0,0.0,184.3571428571429,0.0,115.92857142857144,7.071428571428571,0.0,360.7142857142857
2020-06-19,38.21428571428572,12.5,1.1428571428571428,0.8571428571428571,0.0,0.0,0.0,0.0,181.14285714285717,0.0,111.35714285714286,7.071428571428571,0.0,352.2857142857143
2020-06-20,38.71428571428572,12.071428571428571,1.2142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0,177.21428571428572,0.0,104.92857142857144,7.785714285714286,0.0,342.7142857142857
2020-06-21,41.0,12.071428571428571,1.3571428571428572,0.5714285714285714,0.0,0.0,0.0,0.0,181.42857142857144,0.0,102.57142857142856,8.071428571428571,0.0,347.07142857142856
2020-06-22,40.21428571428572,12.071428571428571,1.2857142857142858,0.5714285714285714,0.0,0.0,0.0,0.0,185.64285714285717,0.0,100.0,8.071428571428571,0.0,347.85714285714283
2020-06-23,43.85714285714285,11.357142857142858,1.4285714285714286,0.3571428571428571,0.0,0.0,0.0,0.0,182.07142857142856,0.0,96.14285714285714,6.857142857142857,0.0,342.07142857142856
2020-06-24,44.71428571428572,11.428571428571429,1.5,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,181.64285714285717,0.0,93.57142857142856,7.214285714285714,0.0,340.2857142857143
2020-06-25,41.285714285714285,10.071428571428571,1.3571428571428572,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,178.85714285714286,0.0,90.14285714285714,6.571428571428571,0.0,328.42857142857144
2020-06-26,44.5,11.214285714285714,1.2142857142857142,0.0714285714285714,0.0,0.0,0.2142857142857142,0.0,175.42857142857142,0.0,85.5,6.214285714285714,0.0,324.35714285714283
